,Sentence #,Word,POS,Tag
57762,,of,IN,O
57763,,the,DT,O
57764,,Associated,NNP,B-org
57765,,Press,NNP,I-org
57766,,news,NN,O
57767,,agency,NN,O
57768,,.,.,O
57769,Sentence: 2614,Journalists,NNS,O
57770,,immediately,RB,O
57771,,called,VBD,O
57772,,the,DT,O
57773,,U.S.,NNP,B-geo
57774,,embassy,NN,O
57775,,",",",",O
57776,,where,WRB,O
57777,,officials,NNS,O
57778,,had,VBD,O
57779,,been,VBN,O
57780,,looking,VBG,O
57781,,for,IN,O
57782,,the,DT,O
57783,,teen,NN,O
57784,,",",",",O
57785,,at,IN,O
57786,,his,PRP$,O
57787,,parents,NNS,O
57788,,',POS,O
57789,,request,NN,O
57790,,.,.,O
57791,Sentence: 2615,The,DT,O
57792,,Israeli,JJ,B-gpe
57793,,army,NN,O
57794,,says,VBZ,O
57795,,troops,NNS,O
57796,,raided,VBD,O
57797,,the,DT,O
57798,,West,NNP,B-geo
57799,,Bank,NNP,I-geo
57800,,town,NN,O
57801,,of,IN,O
57802,,Jenin,NNP,B-geo
57803,,Monday,NNP,B-tim
57804,,",",",",O
57805,,arresting,VBG,O
57806,,eight,CD,O
57807,,militants,NNS,O
57808,,suspected,VBN,O
57809,,of,IN,O
57810,,involvement,NN,O
57811,,in,IN,O
57812,,making,VBG,O
57813,,crude,JJ,O
57814,,rockets,NNS,O
57815,,and,CC,O
57816,,mortars,NNS,O
57817,,.,.,O
57818,Sentence: 2616,The,DT,O
57819,,army,NN,O
57820,,says,VBZ,O
57821,,the,DT,O
57822,,detained,JJ,O
57823,,men,NNS,O
57824,,are,VBP,O
57825,,members,NNS,O
57826,,of,IN,O
57827,,the,DT,O
57828,,Islamic,NNP,B-org
57829,,Jihad,NNP,I-org
57830,,militant,JJ,O
57831,,group,NN,O
57832,,.,.,O
57833,Sentence: 2617,It,PRP,O
57834,,says,VBZ,O
57835,,one,CD,O
57836,,soldier,NN,O
57837,,was,VBD,O
57838,,slightly,RB,O
57839,,wounded,VBN,O
57840,,during,IN,O
57841,,the,DT,O
57842,,operation,NN,O
57843,,.,.,O
57844,Sentence: 2618,On,IN,O
57845,,Sunday,NNP,B-tim
57846,,",",",",O
57847,,Israel,NNP,B-geo
57848,,delayed,VBD,O
57849,,handing,VBG,O
57850,,over,IN,O
57851,,the,DT,O
57852,,town,NN,O
57853,,of,IN,O
57854,,Qalqilya,NNP,B-geo
57855,,to,TO,O
57856,,Palestinian,JJ,B-gpe
57857,,security,NN,O
57858,,control,NN,O
57859,,",",",",O
57860,,saying,VBG,O
57861,,the,DT,O
57862,,Palestinians,NNS,B-gpe
57863,,have,VBP,O
57864,,failed,VBN,O
57865,,to,TO,O
57866,,move,VB,O
57867,,against,IN,O
57868,,militants,NNS,O
57869,,in,IN,O
57870,,Jericho,NNP,B-geo
57871,,and,CC,O
57872,,Tulkarem,NNP,B-geo
57873,,-,IN,I-geo
57874,,the,DT,O
57875,,two,CD,O
57876,,towns,NNS,O
57877,,already,RB,O
57878,,transferred,VBN,O
57879,,to,TO,O
57880,,them,PRP,O
57881,,.,.,O
57882,Sentence: 2619,Qalqilya,NNP,B-geo
57883,,is,VBZ,O
57884,,the,DT,O
57885,,third,NN,O
57886,,of,IN,O
57887,,five,CD,O
57888,,West,NNP,B-org
57889,,Bank,NNP,I-org
57890,,towns,NNS,O
57891,,Israel,NNP,B-geo
57892,,is,VBZ,O
57893,,to,TO,O
57894,,hand,VB,O
57895,,over,IN,O
57896,,to,TO,O
57897,,Palestinian,JJ,B-gpe
57898,,security,NN,O
57899,,control,NN,O
57900,,under,IN,O
57901,,an,DT,O
57902,,agreement,NN,O
57903,,the,DT,O
57904,,two,CD,O
57905,,sides,NNS,O
57906,,reached,VBD,O
57907,,last,JJ,O
57908,,month,NN,O
57909,,.,.,O
57910,Sentence: 2620,There,EX,O
57911,,is,VBZ,O
57912,,no,DT,O
57913,,word,NN,O
57914,,on,IN,O
57915,,when,WRB,O
57916,,the,DT,O
57917,,remaining,VBG,O
57918,,two,CD,O
57919,,towns,NNS,O
57920,,-,IN,B-org
57921,,Jenin,NNP,I-org
57922,,and,CC,I-org
57923,,Ramallah,NNP,I-org
57924,,-,:,I-org
57925,,will,MD,O
57926,,be,VB,O
57927,,transferred,VBN,O
57928,,.,.,O
57929,Sentence: 2621,A,DT,O
57930,,powerful,JJ,O
57931,,earthquake,NN,O
57932,,has,VBZ,O
57933,,shaken,VBN,O
57934,,the,DT,O
57935,,area,NN,O
57936,,around,IN,O
57937,,Tibet,NNP,B-geo
57938,,in,IN,O
57939,,China,NNP,B-geo
57940,,.,.,O
57941,Sentence: 2622,The,DT,O
57942,,U.S.,NNP,B-org
57943,,Geological,NNP,I-org
57944,,Survey,NNP,I-org
57945,,says,VBZ,O
57946,,the,DT,O
57947,,quake,NN,O
57948,,had,VBD,O
57949,,a,DT,O
57950,,6.9,CD,O
57951,,magnitude,NN,O
57952,,and,CC,O
57953,,was,VBD,O
57954,,centered,VBN,O
57955,,about,IN,O
57956,,245,CD,O
57957,,kilometers,NNS,O
57958,,north,RB,O
57959,,of,IN,O
57960,,Qamdo,NNP,B-geo
57961,,prefecture,NN,O
57962,,",",",",O
57963,,which,WDT,O
57964,,borders,VBZ,O
57965,,China,NNP,B-geo
57966,,'s,POS,O
57967,,Sichuan,JJ,O
57968,,province,NN,O
57969,,.,.,O
57970,Sentence: 2623,At,IN,O
57971,,least,JJS,O
57972,,one,CD,O
57973,,strong,JJ,O
57974,,aftershock,NN,O
57975,,with,IN,O
57976,,a,DT,O
57977,,5.2,CD,O
57978,,magnitude,NN,O
57979,,struck,VBD,O
57980,,about,IN,O
57981,,30,CD,B-tim
57982,,minutes,NNS,O
57983,,later,RB,O
57984,,.,.,O
57985,Sentence: 2624,There,EX,O
57986,,were,VBD,O
57987,,no,DT,O
57988,,early,JJ,O
57989,,reports,NNS,O
57990,,about,IN,O
57991,,damage,NN,O
57992,,or,CC,O
57993,,injuries,NNS,O
57994,,.,.,O
57995,Sentence: 2625,A,DT,O
57996,,massive,JJ,O
57997,,7.9,CD,O
57998,,quake,NN,O
57999,,hit,VBD,O
58000,,Sichuan,NNP,B-geo
58001,,province,NN,O
58002,,in,IN,O
58003,,2008,CD,B-tim
58004,,",",",",O
58005,,killing,VBG,O
58006,,close,RB,O
58007,,to,TO,O
58008,,"90,000",CD,O
58009,,people,NNS,O
58010,,.,.,O
58011,Sentence: 2626,Officials,NNS,O
58012,,at,IN,O
58013,,the,DT,O
58014,,United,NNP,B-geo
58015,,States,NNPS,I-geo
58016,,Embassy,NNP,I-geo
58017,,in,IN,O
58018,,Nepal,NNP,B-gpe
58019,,say,VBP,O
58020,,they,PRP,O
58021,,are,VBP,O
58022,,alarmed,VBN,O
58023,,by,IN,O
58024,,the,DT,O
58025,,possibility,NN,O
58026,,of,IN,O
58027,,an,DT,O
58028,,alliance,NN,O
58029,,between,IN,O
58030,,Maoist,NNP,B-geo
58031,,rebels,NNS,O
58032,,and,CC,O
58033,,political,JJ,O
58034,,parties,NNS,O
58035,,in,IN,O
58036,,the,DT,O
58037,,Himalayan,NNP,B-geo
58038,,kingdom,NN,O
58039,,.,.,O
58040,Sentence: 2627,An,DT,O
58041,,official,JJ,O
58042,,statement,NN,O
58043,,released,VBN,O
58044,,by,IN,O
58045,,the,DT,O
58046,,Embassy,NNP,B-org
58047,,says,VBZ,O
58048,,the,DT,O
58049,,United,NNP,B-geo
58050,,States,NNPS,I-geo
58051,,supports,VBZ,O
58052,,the,DT,O
58053,,restoration,NN,O
58054,,of,IN,O
58055,,democracy,NN,O
58056,,in,IN,O
58057,,Nepal,NNP,B-gpe
58058,,as,RB,O
58059,,well,RB,O
58060,,as,IN,O
58061,,the,DT,O
58062,,prevention,NN,O
58063,,of,IN,O
58064,,a,DT,O
58065,,Maoist,NNP,B-geo
58066,,takeover,NN,O
58067,,.,.,O
58068,Sentence: 2628,Nepal,NNP,B-gpe
58069,,'s,POS,O
58070,,seven,CD,O
58071,,major,JJ,O
58072,,political,JJ,O
58073,,parties,NNS,O
58074,,recently,RB,O
58075,,offered,VBD,O
58076,,to,TO,O
58077,,talk,VB,O
58078,,to,TO,O
58079,,the,DT,O
58080,,Maoists,NNS,B-geo
58081,,about,IN,O
58082,,forming,VBG,O
58083,,a,DT,O
58084,,broad,JJ,O
58085,,front,NN,O
58086,,opposed,VBN,O
58087,,to,TO,O
58088,,King,NNP,B-org
58089,,Gyanendra,NNP,I-org
58090,,on,IN,O
58091,,the,DT,O
58092,,condition,NN,O
58093,,that,IN,O
58094,,the,DT,O
58095,,rebels,NNS,O
58096,,end,VBP,O
58097,,violent,JJ,O
58098,,attacks,NNS,O
58099,,aimed,VBN,O
58100,,at,IN,O
58101,,civilians,NNS,O
58102,,.,.,O
58103,Sentence: 2629,The,DT,O
58104,,king,NN,O
58105,,assumed,VBD,O
58106,,emergency,NN,O
58107,,powers,NNS,O
58108,,earlier,RBR,O
58109,,this,DT,O
58110,,year,NN,O
58111,,and,CC,O
58112,,ousted,VBD,O
58113,,the,DT,O
58114,,kingdom,NN,O
58115,,'s,POS,O
58116,,four-party,JJ,O
58117,,government,NN,O
58118,,for,IN,O
58119,,failing,VBG,O
58120,,to,TO,O
58121,,make,VB,O
58122,,progress,NN,O
58123,,in,IN,O
58124,,the,DT,O
58125,,battle,NN,O
58126,,against,IN,O
58127,,the,DT,O
58128,,rebels,NNS,O
58129,,",",",",O
58130,,who,WP,O
58131,,have,VBP,O
58132,,been,VBN,O
58133,,fighting,VBG,O
58134,,since,IN,O
58135,,1996,CD,B-tim
58136,,to,TO,O
58137,,overthrow,VB,O
58138,,the,DT,O
58139,,monarchy,NN,O
58140,,.,.,O
58141,Sentence: 2630,Some,DT,O
58142,,economists,NNS,O
58143,,say,VBP,O
58144,,cyclone,NN,O
58145,,damage,NN,O
58146,,to,TO,O
58147,,Burma,NNP,B-geo
58148,,'s,POS,O
58149,,key,JJ,O
58150,,rice-growing,JJ,O
58151,,areas,NNS,O
58152,,might,MD,O
58153,,cut,VB,O
58154,,supplies,NNS,O
58155,,of,IN,O
58156,,the,DT,O
58157,,key,JJ,O
58158,,food,NN,O
58159,,and,CC,O
58160,,lead,VB,O
58161,,to,TO,O
58162,,a,DT,O
58163,,further,JJ,O
58164,,increase,NN,O
58165,,in,IN,O
58166,,global,JJ,O
58167,,rice,NN,O
58168,,prices,NNS,O
58169,,.,.,O
58170,Sentence: 2631,Burma,NNP,B-geo
58171,,",",",",O
58172,,also,RB,O
58173,,known,VBN,O
58174,,as,IN,O
58175,,Myanmar,NNP,B-geo
58176,,",",",",O
58177,,was,VBD,O
58178,,expected,VBN,O
58179,,to,TO,O
58180,,export,VB,O
58181,,about,IN,O
58182,,"4,00,000",CD,O
58183,,metric,JJ,O
58184,,tons,NNS,O
58185,,of,IN,O
58186,,rice,NN,O
58187,,this,DT,O
58188,,year,NN,O
58189,,.,.,O
58190,Sentence: 2632,The,DT,O
58191,,President,NNP,B-per
58192,,of,IN,O
58193,,the,DT,O
58194,,Thai,JJ,B-gpe
58195,,Rice,NNP,B-per
58196,,Exporters,NNP,B-org
58197,,Association,NNP,I-org
58198,,",",",",O
58199,,Chookiat,NNP,B-org
58200,,Ophaswongse,NNP,I-org
58201,,",",",",O
58202,,says,VBZ,O
58203,,in,IN,O
58204,,a,DT,O
58205,,story,NN,O
58206,,by,IN,O
58207,,the,DT,O
58208,,Bloomberg,NNP,B-org
58209,,financial,JJ,O
58210,,news,NN,O
58211,,service,NN,O
58212,,that,IN,O
58213,,",",",",O
58214,,Burma,NNP,B-geo
58215,,may,MD,O
58216,,now,RB,O
58217,,have,VB,O
58218,,to,TO,O
58219,,import,VB,O
58220,,rice,NN,O
58221,,instead,RB,O
58222,,.,.,O
58223,Sentence: 2633,Rice,NN,O
58224,,is,VBZ,O
58225,,the,DT,O
58226,,staple,NN,O
58227,,food,NN,O
58228,,for,IN,O
58229,,about,IN,O
58230,,half,NN,O
58231,,of,IN,O
58232,,the,DT,O
58233,,world,NN,O
58234,,'s,POS,O
58235,,population,NN,O
58236,,and,CC,O
58237,,its,PRP$,O
58238,,prices,NNS,O
58239,,hit,VBD,O
58240,,record,NN,O
58241,,highs,NNS,O
58242,,in,IN,O
58243,,late,JJ,O
58244,,April,NNP,B-tim
58245,,after,IN,O
58246,,some,DT,O
58247,,other,JJ,O
58248,,rice-producing,JJ,O
58249,,nations,NNS,O
58250,,put,VBD,O
58251,,restrictions,NNS,O
58252,,on,IN,O
58253,,some,DT,O
58254,,exports,NNS,O
58255,,.,.,O
58256,Sentence: 2634,While,IN,O
58257,,in,IN,O
58258,,Pakistan,NNP,B-geo
58259,,",",",",O
58260,,President,NNP,B-per
58261,,Bush,NNP,I-per
58262,,tried,VBD,O
58263,,to,TO,O
58264,,learn,VB,O
58265,,the,DT,O
58266,,game,NN,O
58267,,of,IN,O
58268,,cricket,NN,O
58269,,and,CC,O
58270,,how,WRB,O
58271,,it,PRP,O
58272,,differs,VBZ,O
58273,,from,IN,O
58274,,baseball,NN,O
58275,,.,.,O
58276,Sentence: 2635,Mr.,NNP,B-per
58277,,Bush,NNP,I-per
58278,,bowled,VBD,O
58279,,and,CC,O
58280,,batted,VBD,O
58281,,several,JJ,O
58282,,times,NNS,O
58283,,on,IN,O
58284,,a,DT,O
58285,,small,JJ,O
58286,,cricket,NN,O
58287,,pitch,NN,O
58288,,set,VBD,O
58289,,up,RP,O
58290,,on,IN,O
58291,,the,DT,O
58292,,grounds,NNS,O
58293,,of,IN,O
58294,,the,DT,O
58295,,U.S.,NNP,B-geo
58296,,embassy,NN,O
58297,,",",",",O
58298,,as,IN,O
58299,,students,NNS,O
58300,,from,IN,O
58301,,the,DT,O
58302,,Islamabad,NNP,B-org
58303,,College,NNP,I-org
58304,,for,IN,I-org
58305,,Boys,NNPS,I-org
58306,,looked,VBD,O
58307,,on,IN,O
58308,,and,CC,O
58309,,encouraged,VBD,O
58310,,him,PRP,O
58311,,.,.,O
58312,Sentence: 2636,He,PRP,O
58313,,got,VBD,O
58314,,a,DT,O
58315,,quick,JJ,O
58316,,lesson,NN,O
58317,,on,IN,O
58318,,how,WRB,O
58319,,to,TO,O
58320,,hold,VB,O
58321,,the,DT,O
58322,,bat,NN,O
58323,,from,IN,O
58324,,the,DT,O
58325,,chairman,NN,O
58326,,of,IN,O
58327,,the,DT,O
58328,,Pakistan,NNP,B-org
58329,,Cricket,NNP,I-org
58330,,Board,NNP,I-org
58331,,",",",",O
58332,,Shaharyar,NNP,B-per
58333,,Khan,NNP,I-per
58334,,.,.,O
58335,Sentence: 2637,Khan,NNP,B-per
58336,,also,RB,O
58337,,explained,VBD,O
58338,,to,TO,O
58339,,the,DT,O
58340,,former,JJ,O
58341,,owner,NN,O
58342,,of,IN,O
58343,,a,DT,O
58344,,Texas,NNP,B-org
58345,,baseball,NN,O
58346,,team,NN,O
58347,,how,WRB,O
58348,,cricket,NN,O
58349,,",",",",O
58350,,the,DT,O
58351,,popular,JJ,O
58352,,sport,NN,O
58353,,of,IN,O
58354,,the,DT,O
58355,,old,JJ,O
58356,,British,JJ,B-gpe
58357,,empire,NN,O
58358,,",",",",O
58359,,differs,NNS,O
58360,,from,IN,O
58361,,baseball,NN,O
58362,,.,.,O
58363,Sentence: 2638,Pakistani,JJ,B-gpe
58364,,cricket,NN,O
58365,,team,NN,O
58366,,captain,NN,O
58367,,Inzamam-ul-Haq,NNP,O
58368,,and,CC,O
58369,,famous,JJ,O
58370,,batsman,NN,O
58371,,Salman,NNP,B-per
58372,,Butt,NNP,I-per
58373,,were,VBD,O
58374,,also,RB,O
58375,,on,IN,O
58376,,hand,NN,O
58377,,to,TO,O
58378,,share,VB,O
58379,,their,PRP$,O
58380,,expertise,NN,O
58381,,with,IN,O
58382,,Mr.,NNP,B-per
58383,,Bush,NNP,I-per
58384,,.,.,O
58385,Sentence: 2639,The,DT,O
58386,,government,NN,O
58387,,of,IN,O
58388,,Nepal,NNP,B-gpe
58389,,is,VBZ,O
58390,,responding,VBG,O
58391,,to,TO,O
58392,,international,JJ,O
58393,,criticism,NN,O
58394,,of,IN,O
58395,,controversial,JJ,O
58396,,municipal,JJ,O
58397,,elections,NNS,O
58398,,held,VBN,O
58399,,earlier,RBR,O
58400,,this,DT,O
58401,,week,NN,O
58402,,.,.,O
58403,Sentence: 2640,A,DT,O
58404,,statement,NN,O
58405,,from,IN,O
58406,,Nepal,NNP,B-gpe
58407,,'s,POS,O
58408,,foreign,JJ,O
58409,,ministry,NN,B-tim
58410,,Saturday,NNP,I-tim
58411,,called,VBD,O
58412,,the,DT,O
58413,,criticism,NN,O
58414,,objectionable,JJ,O
58415,,and,CC,O
58416,,unacceptable,JJ,O
58417,,.,.,O
58418,Sentence: 2641,The,DT,O
58419,,statement,NN,O
58420,,further,RB,O
58421,,urged,VBD,O
58422,,foreign,JJ,O
58423,,governments,NNS,O
58424,,to,TO,O
58425,,refrain,VB,O
58426,,from,IN,O
58427,,making,VBG,O
58428,,what,WP,O
58429,,it,PRP,O
58430,,described,VBD,O
58431,,as,IN,O
58432,,"""",``,O
58433,,insolent,JJ,O
58434,,comments,NNS,O
58435,,"""",``,O
58436,,about,IN,O
58437,,Nepal,NNP,B-gpe
58438,,'s,POS,O
58439,,internal,JJ,O
58440,,affairs,NNS,O
58441,,.,.,O
58442,Sentence: 2642,The,DT,O
58443,,response,NN,O
58444,,followed,VBD,O
58445,,allegations,NNS,O
58446,,by,IN,O
58447,,several,JJ,O
58448,,other,JJ,O
58449,,countries,NNS,O
58450,,",",",",O
58451,,including,VBG,O
58452,,India,NNP,B-geo
58453,,",",",",O
58454,,Japan,NNP,B-geo
58455,,",",",",O
58456,,Britain,NNP,B-geo
58457,,and,CC,O
58458,,the,DT,O
58459,,United,NNP,B-geo
58460,,States,NNPS,I-geo
58461,,",",",",O
58462,,who,WP,O
58463,,all,DT,O
58464,,said,VBD,O
58465,,Wednesday,NNP,B-tim
58466,,'s,POS,O
58467,,vote,NN,O
58468,,was,VBD,O
58469,,flawed,VBN,O
58470,,.,.,O
58471,Sentence: 2643,Seven,CD,O
58472,,major,JJ,O
58473,,opposition,NN,O
58474,,parties,NNS,O
58475,,boycotted,VBD,O
58476,,the,DT,O
58477,,vote,NN,O
58478,,and,CC,O
58479,,the,DT,O
58480,,election,NN,O
58481,,sparked,VBD,O
58482,,almost,RB,O
58483,,daily,JJ,O
58484,,anti-government,NN,O
58485,,demonstrations,NNS,O
58486,,.,.,O
58487,Sentence: 2644,The,DT,O
58488,,vice,NN,O
58489,,chairman,NN,O
58490,,of,IN,O
58491,,Nepal,NNP,B-gpe
58492,,'s,POS,O
58493,,cabinet,NN,O
58494,,",",",",O
58495,,the,DT,O
58496,,royal,JJ,O
58497,,council,NN,O
58498,,of,IN,O
58499,,ministers,NNS,O
58500,,",",",",O
58501,,Tulsi,NNP,B-per
58502,,Giri,NNP,I-per
58503,,",",",",O
58504,,is,VBZ,O
58505,,promising,VBG,O
58506,,to,TO,O
58507,,proceed,VB,O
58508,,with,IN,O
58509,,general,JJ,O
58510,,elections,NNS,O
58511,,in,IN,O
58512,,April,NNP,B-tim
58513,,regardless,RB,O
58514,,of,IN,O
58515,,whether,IN,O
58516,,opposition,NN,O
58517,,parties,NNS,O
58518,,participate,VBP,O
58519,,.,.,O
58520,Sentence: 2645,King,NNP,B-per
58521,,Gyanendra,NNP,I-per
58522,,took,VBD,O
58523,,absolute,JJ,O
58524,,power,NN,O
58525,,last,JJ,O
58526,,year,NN,O
58527,,with,IN,O
58528,,a,DT,O
58529,,promise,NN,O
58530,,to,TO,O
58531,,crush,VB,O
58532,,the,DT,O
58533,,Maoist,NNP,B-geo
58534,,rebellion,NN,O
58535,,and,CC,O
58536,,restore,VB,O
58537,,multi-party,JJ,B-tim
58538,,democracy,NN,O
58539,,.,.,O
58540,Sentence: 2646,Russian,JJ,B-gpe
58541,,energy,NN,O
58542,,giant,NN,O
58543,,Gazprom,NNP,B-org
58544,,has,VBZ,O
58545,,blasted,VBN,O
58546,,European,JJ,O
58547,,calls,NNS,O
58548,,to,TO,O
58549,,ratify,VB,O
58550,,an,DT,O
58551,,agreement,NN,O
58552,,to,TO,O
58553,,guarantee,VB,O
58554,,Russian,JJ,B-gpe
58555,,gas,NN,O
58556,,shipments,NNS,O
58557,,to,TO,O
58558,,Europe,NNP,B-geo
58559,,.,.,O
58560,Sentence: 2647,Gazprom,NNP,B-org
58561,,deputy,NN,O
58562,,chief,NN,O
58563,,executive,NN,O
58564,,Alexander,NNP,B-per
58565,,Medvedev,NNP,I-per
58566,,Tuesday,NNP,B-tim
58567,,criticized,VBD,O
58568,,a,DT,O
58569,,proposed,VBN,O
58570,,energy,NN,O
58571,,charter,NN,O
58572,,between,IN,O
58573,,the,DT,O
58574,,EU,NNP,B-org
58575,,and,CC,O
58576,,Russia,NNP,B-geo
58577,,",",",",O
58578,,saying,VBG,O
58579,,the,DT,O
58580,,document,NN,O
58581,,no,RB,O
58582,,longer,RB,O
58583,,represents,VBZ,O
58584,,market,NN,O
58585,,conditions,NNS,O
58586,,.,.,O
58587,Sentence: 2648,Part,NN,O
58588,,of,IN,O
58589,,the,DT,O
58590,,charter,NN,O
58591,,would,MD,O
58592,,require,VB,O
58593,,Russia,NNP,B-geo
58594,,to,TO,O
58595,,effectively,RB,O
58596,,allow,VB,O
58597,,third-party,JJ,O
58598,,access,NN,O
58599,,to,TO,O
58600,,the,DT,O
58601,,state-owned,JJ,O
58602,,Gazprom,NNP,B-org
58603,,'s,POS,O
58604,,export,NN,O
58605,,pipeline,NN,O
58606,,network,NN,O
58607,,.,.,O
58608,Sentence: 2649,Europe,NNP,B-geo
58609,,currently,RB,O
58610,,relies,VBZ,O
58611,,on,IN,O
58612,,Russia,NNP,B-geo
58613,,for,IN,O
58614,,a,DT,O
58615,,quarter,NN,O
58616,,of,IN,O
58617,,its,PRP$,O
58618,,natural,JJ,O
58619,,gas,NN,O
58620,,.,.,O
58621,Sentence: 2650,Gazprom,NNP,B-org
58622,,officials,NNS,O
58623,,have,VBP,O
58624,,threatened,VBN,O
58625,,to,TO,O
58626,,sell,VB,O
58627,,the,DT,O
58628,,gas,NN,O
58629,,elsewhere,RB,O
58630,,if,IN,O
58631,,European,JJ,O
58632,,countries,NNS,O
58633,,move,VBP,O
58634,,to,TO,O
58635,,limit,VB,O
58636,,the,DT,O
58637,,company,NN,O
58638,,'s,POS,O
58639,,expansion,NN,O
58640,,.,.,O
58641,Sentence: 2651,Earlier,RBR,O
58642,,this,DT,O
58643,,year,NN,O
58644,,",",",",O
58645,,Gazprom,NNP,B-org
58646,,temporarily,RB,O
58647,,cut,VBD,O
58648,,gas,NN,O
58649,,supplies,NNS,O
58650,,to,TO,O
58651,,Ukraine,VB,B-geo
58652,,in,IN,O
58653,,a,DT,O
58654,,price,NN,O
58655,,dispute,NN,O
58656,,.,.,O
58657,Sentence: 2652,The,DT,O
58658,,blockage,NN,O
58659,,sharply,RB,O
58660,,reduced,VBD,O
58661,,deliveries,NNS,O
58662,,to,TO,O
58663,,other,JJ,O
58664,,European,JJ,O
58665,,countries,NNS,O
58666,,",",",",O
58667,,prompting,VBG,O
58668,,calls,NNS,O
58669,,from,IN,O
58670,,some,DT,O
58671,,EU,NNP,B-org
58672,,members,NNS,O
58673,,for,IN,O
58674,,applying,VBG,O
58675,,the,DT,O
58676,,bloc,NN,O
58677,,'s,POS,O
58678,,anti-monopoly,JJ,O
58679,,rules,NNS,O
58680,,to,TO,O
58681,,the,DT,O
58682,,Russian,JJ,B-gpe
58683,,firm,NN,O
58684,,.,.,O
58685,Sentence: 2653,Former,JJ,O
58686,,Croatian,JJ,B-gpe
58687,,General,NNP,B-per
58688,,Ante,NNP,O
58689,,Gotovina,NNP,B-per
58690,,",",",",O
58691,,who,WP,O
58692,,many,JJ,O
58693,,Croats,NNS,B-gpe
58694,,still,RB,O
58695,,consider,VBP,O
58696,,a,DT,O
58697,,hero,NN,O
58698,,",",",",O
58699,,goes,VBZ,O
58700,,on,IN,O
58701,,trial,NN,O
58702,,Tuesday,NNP,B-tim
58703,,in,IN,O
58704,,The,DT,O
58705,,Hague,NN,O
58706,,for,IN,O
58707,,war,NN,O
58708,,crimes,NNS,O
58709,,committed,VBN,O
58710,,during,IN,O
58711,,the,DT,O
58712,,closing,NN,O
58713,,months,NNS,O
58714,,of,IN,O
58715,,the,DT,O
58716,,war,NN,O
58717,,in,IN,O
58718,,Croatia,NNP,B-geo
58719,,in,IN,O
58720,,1995,CD,B-tim
58721,,.,.,O
58722,Sentence: 2654,The,DT,O
58723,,United,NNP,B-org
58724,,Nations,NNP,I-org
58725,,War,NNP,I-org
58726,,Crimes,NNP,I-org
58727,,Tribunal,NNP,I-org
58728,,has,VBZ,O
58729,,charged,VBN,O
58730,,Gotovina,NNP,B-per
58731,,and,CC,O
58732,,two,CD,O
58733,,other,JJ,O
58734,,ex-generals,NNS,O
58735,,-,:,O
58736,,Ivan,NNP,B-per
58737,,Cermak,NNP,I-per
58738,,and,CC,O
58739,,Mladen,NNP,B-per
58740,,Markac,NNP,I-per
58741,,-,:,I-per
58742,,with,IN,O
58743,,doing,VBG,O
58744,,nothing,DT,O
58745,,while,IN,O
58746,,soldiers,NNS,O
58747,,murdered,VBN,O
58748,,at,IN,O
58749,,least,JJS,O
58750,,37,CD,O
58751,,ethnic,JJ,O
58752,,Serbs,NNS,B-gpe
58753,,in,IN,O
58754,,Krajina,NNP,B-geo
58755,,.,.,O
58756,Sentence: 2655,The,DT,O
58757,,troops,NNS,O
58758,,also,RB,O
58759,,burned,VBD,O
58760,,and,CC,O
58761,,plundered,VBD,O
58762,,villages,NNS,O
58763,,",",",",O
58764,,and,CC,O
58765,,stabbed,VBD,O
58766,,civilians,NNS,O
58767,,who,WP,O
58768,,tried,VBD,O
58769,,to,TO,O
58770,,escape,VB,O
58771,,.,.,O
58772,Sentence: 2656,The,DT,O
58773,,court,NN,O
58774,,says,VBZ,O
58775,,some,DT,O
58776,,family,NN,O
58777,,members,NNS,O
58778,,were,VBD,O
58779,,forced,VBN,O
58780,,to,TO,O
58781,,watch,VB,O
58782,,their,PRP$,O
58783,,relatives,NNS,O
58784,,being,VBG,O
58785,,killed,VBN,O
58786,,.,.,O
58787,Sentence: 2657,All,DT,O
58788,,three,CD,O
58789,,defendants,NNS,O
58790,,have,VBP,O
58791,,pleaded,VBN,O
58792,,not,RB,O
58793,,guilty,JJ,O
58794,,.,.,O
58795,Sentence: 2658,Gotovina,NNP,B-per
58796,,was,VBD,O
58797,,indicted,VBN,O
58798,,in,IN,O
58799,,2001,CD,B-tim
58800,,but,CC,O
58801,,was,VBD,O
58802,,at,IN,O
58803,,large,JJ,O
58804,,until,IN,O
58805,,his,PRP$,O
58806,,arrest,NN,O
58807,,four,CD,B-tim
58808,,years,NNS,O
58809,,later,RB,B-tim
58810,,in,IN,O
58811,,the,DT,O
58812,,Canary,NNP,B-geo
58813,,Islands,NNP,I-geo
58814,,.,.,O
58815,Sentence: 2659,Many,JJ,O
58816,,Croats,NNS,B-gpe
58817,,regard,VBP,O
58818,,Gotovina,NNP,B-per
58819,,as,IN,O
58820,,a,DT,O
58821,,national,JJ,O
58822,,hero,NN,O
58823,,for,IN,O
58824,,re-taking,JJ,O
58825,,Croatian,JJ,B-gpe
58826,,land,NN,O
58827,,seized,VBN,O
58828,,by,IN,O
58829,,Serb,JJ,B-gpe
58830,,rebels,NNS,O
58831,,.,.,O
58832,Sentence: 2660,Western,NNP,B-per
58833,,and,CC,O
58834,,Muslim,NNP,B-per
58835,,leaders,NNS,O
58836,,and,CC,O
58837,,activists,NNS,O
58838,,are,VBP,O
